1	0.16474167754252753
2	0.1809312403202057
3	0.07113296911120415
4	0.15061639994382858
5	0.09562783564130466
6	0.07149561494588852
7	0.06360904003183047
8	0.04896799102425575
9	0.11552050337195396
10	0.05315913384159406
11	0.04532296831409136
12	0.05500309790174166
13	0.06608621776103973
14	0.05711419383684794
15	0.05235827217499415
16	0.09480691328644753
17	0.05426432937383652
18	0.0468249519666036
19	0.07123550275961558
20	0.05611074094971021
21	0.050529016802708306
22	0.057278841733932495
23	0.04275581861535708
24	0.03838501125574112
25	0.039275056372086205
26	0.04089249360064665
27	0.04682434598604838
28	0.039268032958110176
29	0.051923888425032295
30	0.053537278125683464
31	0.043280630062023796
32	0.034173050274451576
33	0.04575866709152857
34	0.043706112851699196
35	0.04723352690537771
36	0.0468396432697773
37	0.042063795030117035
38	0.043990629414717354
39	0.0569378895064195
40	0.032873241851727165
41	0.049919565518697105
42	0.03328779215614001
43	0.03458258261283239
44	0.038730159401893616
45	0.05656838417053223
46	0.07092875738938649
47	0.03639727458357811
48	0.043026222536961235
49	0.04977050920327505
50	0.03510825460155805
